Level,Date and Time,Source,Event ID,Task Category
Information,6/25/2020 13:19:18,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:19:17,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:19:13,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:19:12,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:19:09,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:19:07,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:19:05,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:18:53,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:18:51,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:18:46,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:18:46,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:18:45,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:18:42,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:18:42,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:18:42,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:18:37,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:18:36,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:18:33,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:18:32,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:18:21,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:18:21,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:18:19,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:18:17,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:18:15,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Warning,6/25/2020 13:18:03,Microsoft-Windows-DistributedCOM,10016,None,"The machine-default permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{C2F03A33-21F5-47FA-B4BB-156362A2F239}
 and APPID 
{316CDED5-E4AE-4B15-9113-7055D84DCC97}
 to the user LAPTOP-PR1MKK5U\Renars SID (S-1-5-21-850498477-2290094382-3762704528-1001) from address LocalHost (Using LRPC) running in the application container Microsoft.Windows.ShellExperienceHost_10.0.18362.449_neutral_neutral_cw5n1h2txyewy SID (S-1-15-2-155514346-2573954481-755741238-1654018636-1233331829-3075935687-2861478708). This security permission can be modified using the Component Services administrative tool."
Warning,6/25/2020 13:12:51,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}
 and APPID 
{15C20B67-12E7-4BB6-92BB-7AFF07997402}
 to the user LAPTOP-PR1MKK5U\Renars SID (S-1-5-21-850498477-2290094382-3762704528-1001) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Warning,6/25/2020 13:12:51,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}
 and APPID 
{15C20B67-12E7-4BB6-92BB-7AFF07997402}
 to the user LAPTOP-PR1MKK5U\Renars SID (S-1-5-21-850498477-2290094382-3762704528-1001) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Information,6/25/2020 13:07:38,Microsoft-Windows-WindowsUpdateClient,19,Windows Update Agent,Installation Successful: Windows successfully installed the following update: Security Intelligence Update for Microsoft Defender Antivirus - KB2267602 (Version 1.319.142.0)
Information,6/25/2020 13:07:33,Microsoft-Windows-WindowsUpdateClient,43,Windows Update Agent,Installation Started: Windows has started installing the following update: Security Intelligence Update for Microsoft Defender Antivirus - KB2267602 (Version 1.319.142.0)
Information,6/25/2020 13:07:33,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,6/25/2020 13:04:14,Virtual Disk Service,4,None,Service stopped.
Information,6/25/2020 13:04:11,Virtual Disk Service,3,None,Service started.
Information,6/25/2020 13:01:59,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.
Warning,6/25/2020 12:59:21,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Launch permission for the COM Server application with CLSID 
Windows.SecurityCenter.SecurityAppBroker
 and APPID 
Unavailable
 to the user NT AUTHORITY\SYSTEM SID (S-1-5-18) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Warning,6/25/2020 12:59:21,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Launch permission for the COM Server application with CLSID 
Windows.SecurityCenter.WscDataProtection
 and APPID 
Unavailable
 to the user NT AUTHORITY\SYSTEM SID (S-1-5-18) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Warning,6/25/2020 12:59:21,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Launch permission for the COM Server application with CLSID 
Windows.SecurityCenter.WscBrokerManager
 and APPID 
Unavailable
 to the user NT AUTHORITY\SYSTEM SID (S-1-5-18) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Information,6/25/2020 12:58:35,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.
Warning,6/25/2020 12:57:35,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}
 and APPID 
{15C20B67-12E7-4BB6-92BB-7AFF07997402}
 to the user LAPTOP-PR1MKK5U\Renars SID (S-1-5-21-850498477-2290094382-3762704528-1001) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Warning,6/25/2020 12:57:34,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}
 and APPID 
{15C20B67-12E7-4BB6-92BB-7AFF07997402}
 to the user LAPTOP-PR1MKK5U\Renars SID (S-1-5-21-850498477-2290094382-3762704528-1001) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Warning,6/25/2020 12:57:33,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}
 and APPID 
{15C20B67-12E7-4BB6-92BB-7AFF07997402}
 to the user LAPTOP-PR1MKK5U\Renars SID (S-1-5-21-850498477-2290094382-3762704528-1001) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Warning,6/25/2020 12:57:27,Netwtw08,6062,None,6062 - Lso was triggered
Information,6/25/2020 12:57:25,Microsoft-Windows-TPM-WMI,1025,None,The TPM was successfully provisioned and is now ready for use.
Information,6/25/2020 12:57:25,Microsoft-Windows-TPM-WMI,1282,None,The TBS device identifier has been generated.
Information,6/25/2020 12:57:24,Microsoft-Windows-TPM-WMI,1027,None,The Ownership of the Trusted Platform Module (TPM) hardware on this computer was successfully taken (TPM TakeOwnership command) by the system.
Information,6/25/2020 12:57:24,Microsoft-Windows-TPM-WMI,519,None,The TPM has been cleared. Reason: SRK has changed or is not present..
Information,6/25/2020 12:57:23,Microsoft-Windows-TPM-WMI,1025,None,The TPM was successfully provisioned and is now ready for use.
Information,6/25/2020 12:57:23,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 12:57:23,Microsoft-Windows-TPM-WMI,1282,None,The TBS device identifier has been generated.
Information,6/25/2020 12:57:22,Microsoft-Windows-TPM-WMI,1027,None,The Ownership of the Trusted Platform Module (TPM) hardware on this computer was successfully taken (TPM TakeOwnership command) by the system.
Information,6/25/2020 12:57:22,Microsoft-Windows-TPM-WMI,519,None,The TPM has been cleared. Reason: SRK has changed or is not present..
Information,6/25/2020 12:57:21,TPM,18,None,This event triggers the Trusted Platform Module (TPM) provisioning/status check to run.
Warning,6/25/2020 12:57:20,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{6B3B8D23-FA8D-40B9-8DBD-B950333E2C52}
 and APPID 
{4839DDB7-58C2-48F5-8283-E1D1807D0D7D}
 to the user NT AUTHORITY\LOCAL SERVICE SID (S-1-5-19) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Warning,6/25/2020 12:57:20,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{6B3B8D23-FA8D-40B9-8DBD-B950333E2C52}
 and APPID 
{4839DDB7-58C2-48F5-8283-E1D1807D0D7D}
 to the user NT AUTHORITY\LOCAL SERVICE SID (S-1-5-19) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Information,6/25/2020 12:57:20,Service Control Manager,7026,None,"The following boot-start or system-start driver(s) did not load: 
dam"
Information,6/25/2020 12:57:20,Microsoft-Windows-WLAN-AutoConfig,10001,None,"WLAN Extensibility Module has successfully started.

Module Path: C:\Windows\system32\IntelWifiIhv08.dll
"
Information,6/25/2020 12:57:20,Microsoft-Windows-WLAN-AutoConfig,4000,None,"WLAN AutoConfig service has successfully started.
"
Information,6/25/2020 12:57:19,Win32k,267,None,Touch/Touchpad Hardware Quality Assurance verification succeeded.
Information,6/25/2020 12:57:19,Microsoft-Windows-Winlogon,7001,(1101),User Logon Notification for Customer Experience Improvement Program
Information,6/25/2020 12:57:19,Microsoft-Windows-DHCPv6-Client,51046,Service State Event,DHCPv6 client service is started
Information,6/25/2020 12:57:19,Microsoft-Windows-Dhcp-Client,50103,Service State Event,DHCPv4 client registered for shutdown notification
Information,6/25/2020 12:57:19,Microsoft-Windows-Dhcp-Client,50036,Service State Event,DHCPv4 client service is started
Information,6/25/2020 12:57:19,Microsoft-Windows-FilterManager,6,None,"File System Filter 'storqosflt' (10.0, ‎2084‎-‎07‎-‎24T07:29:44.000000000Z) has successfully loaded and registered with Filter Manager."
Information,6/25/2020 12:57:19,Microsoft-Windows-FilterManager,6,None,"File System Filter 'CldFlt' (10.0, ‎2077‎-‎06‎-‎12T17:13:28.000000000Z) has successfully loaded and registered with Filter Manager."
Information,6/25/2020 12:57:19,Microsoft-Windows-FilterManager,1,None,"File System Filter 'CldFlt' (Version 10.0, ‎2077‎-‎06‎-‎12T17:13:28.000000000Z) unloaded successfully."
Information,6/25/2020 12:57:19,Microsoft-Windows-FilterManager,6,None,"File System Filter 'CldFlt' (10.0, ‎2077‎-‎06‎-‎12T17:13:28.000000000Z) has successfully loaded and registered with Filter Manager."
Information,6/25/2020 12:57:19,Microsoft-Windows-FilterManager,6,None,"File System Filter 'luafv' (10.0, ‎1974‎-‎08‎-‎09T15:33:30.000000000Z) has successfully loaded and registered with Filter Manager."
Information,6/25/2020 12:57:19,Microsoft-Windows-FilterManager,6,None,"File System Filter 'wcifs' (10.0, ‎2011‎-‎08‎-‎26T00:27:29.000000000Z) has successfully loaded and registered with Filter Manager."
Information,6/25/2020 12:57:19,Microsoft-Windows-Directory-Services-SAM,16962,None,"Remote calls to the SAM database are being restricted using the default security descriptor: O:SYG:SYD:(A;;RC;;;BA).
For more information please see http://go.microsoft.com/fwlink/?LinkId=787651."
Information,6/25/2020 12:57:19,Win32k,267,None,Touch/Touchpad Hardware Quality Assurance verification succeeded.
Information,6/25/2020 12:57:19,Microsoft-Windows-Wininit,14,None,"Credential Guard configuration: 0x0, 0"
Information,6/25/2020 12:57:19,BTHUSB,18,None,Windows cannot store Bluetooth authentication codes (link keys) on the local adapter. Bluetooth keyboards might not work in the system BIOS during startup.
