Level,Date and Time,Source,Event ID,Task Category
Information,6/26/2020 9:03:14,Microsoft-Windows-Time-Service,158,None,The time provider 'VMICTimeProvider' has indicated that the current hardware and operating environment is not supported and has stopped. This behavior is expected for VMICTimeProvider on non-HyperV-guest environments. This may be the expected behavior for the current provider in the current operating environment as well.
Information,6/26/2020 8:48:15,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.
Error,6/26/2020 8:46:04,Microsoft-Windows-LanguagePackSetup,1040,Removing language pack,Cannot uninstall language pack for sv-SE because it's not installed.
Error,6/26/2020 8:46:04,Microsoft-Windows-LanguagePackSetup,1040,Removing language pack,Cannot uninstall language pack for nb-NO because it's not installed.
Error,6/26/2020 8:46:04,Microsoft-Windows-LanguagePackSetup,1040,Removing language pack,Cannot uninstall language pack for fi-FI because it's not installed.
Error,6/26/2020 8:46:04,Microsoft-Windows-LanguagePackSetup,1040,Removing language pack,Cannot uninstall language pack for da-DK because it's not installed.
Information,6/26/2020 8:46:01,Service Control Manager,7045,None,"A service was installed in the system.

Service Name:  MpKslDrv
Service File Name:  C:\ProgramData\Microsoft\Windows Defender\Definition Updates\{485577CF-BFD3-4C4F-B4C8-42151132C931}\MpKslDrv.sys
Service Type:  kernel mode driver
Service Start Type:  system start
Service Account:  "
Information,6/26/2020 8:45:58,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\Windows\System32\config\components was cleared updating 64015 keys and creating 8114 modified pages.
Information,6/26/2020 8:45:54,Microsoft-Windows-Time-Service,158,None,The time provider 'VMICTimeProvider' has indicated that the current hardware and operating environment is not supported and has stopped. This behavior is expected for VMICTimeProvider on non-HyperV-guest environments. This may be the expected behavior for the current provider in the current operating environment as well.
Information,6/26/2020 8:45:53,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\ProgramData\Microsoft\Provisioning\Microsoft-Desktop-Provisioning-Sequence.dat was cleared updating 0 keys and creating 0 modified pages.
Information,6/26/2020 8:45:53,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.
Warning,6/26/2020 8:24:24,Netwtw08,6062,None,6062 - Lso was triggered
Information,6/26/2020 8:24:18,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/26/2020 8:24:17,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Warning,6/26/2020 7:51:52,Netwtw08,6062,None,6062 - Lso was triggered
Information,6/26/2020 7:51:44,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/26/2020 7:51:44,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/26/2020 7:43:15,Microsoft-Windows-FilterManager,6,None,"File System Filter 'bindflt' (10.0, ‎2046‎-‎02‎-‎23T23:19:04.000000000Z) has successfully loaded and registered with Filter Manager."
Information,6/26/2020 7:08:00,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.
Information,6/26/2020 7:05:31,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.
Information,6/26/2020 7:05:06,Microsoft-Windows-WindowsUpdateClient,19,Windows Update Agent,Installation Successful: Windows successfully installed the following update: Security Intelligence Update for Microsoft Defender Antivirus - KB2267602 (Version 1.319.213.0)
Information,6/26/2020 7:04:58,Microsoft-Windows-WindowsUpdateClient,43,Windows Update Agent,Installation Started: Windows has started installing the following update: Security Intelligence Update for Microsoft Defender Antivirus - KB2267602 (Version 1.319.213.0)
Information,6/26/2020 7:04:58,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Warning,6/26/2020 7:04:31,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}
 and APPID 
{15C20B67-12E7-4BB6-92BB-7AFF07997402}
 to the user LAPTOP-PR1MKK5U\Renars SID (S-1-5-21-850498477-2290094382-3762704528-1001) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Information,6/26/2020 7:03:46,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.
Warning,6/26/2020 7:03:40,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Launch permission for the COM Server application with CLSID 
Windows.SecurityCenter.WscDataProtection
 and APPID 
Unavailable
 to the user NT AUTHORITY\SYSTEM SID (S-1-5-18) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Warning,6/26/2020 7:03:40,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Launch permission for the COM Server application with CLSID 
Windows.SecurityCenter.WscBrokerManager
 and APPID 
Unavailable
 to the user NT AUTHORITY\SYSTEM SID (S-1-5-18) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Warning,6/26/2020 7:03:40,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Launch permission for the COM Server application with CLSID 
Windows.SecurityCenter.SecurityAppBroker
 and APPID 
Unavailable
 to the user NT AUTHORITY\SYSTEM SID (S-1-5-18) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Warning,6/26/2020 7:01:53,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}
 and APPID 
{15C20B67-12E7-4BB6-92BB-7AFF07997402}
 to the user LAPTOP-PR1MKK5U\Renars SID (S-1-5-21-850498477-2290094382-3762704528-1001) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Warning,6/26/2020 7:01:52,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}
 and APPID 
{15C20B67-12E7-4BB6-92BB-7AFF07997402}
 to the user LAPTOP-PR1MKK5U\Renars SID (S-1-5-21-850498477-2290094382-3762704528-1001) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Information,6/26/2020 7:01:48,Microsoft-Windows-TPM-WMI,1025,None,The TPM was successfully provisioned and is now ready for use.
Information,6/26/2020 7:01:48,Microsoft-Windows-TPM-WMI,1282,None,The TBS device identifier has been generated.
Information,6/26/2020 7:01:47,Microsoft-Windows-TPM-WMI,1027,None,The Ownership of the Trusted Platform Module (TPM) hardware on this computer was successfully taken (TPM TakeOwnership command) by the system.
Information,6/26/2020 7:01:47,Microsoft-Windows-TPM-WMI,519,None,The TPM has been cleared. Reason: SRK has changed or is not present..
Information,6/26/2020 7:01:47,Microsoft-Windows-TPM-WMI,1025,None,The TPM was successfully provisioned and is now ready for use.
Information,6/26/2020 7:01:47,Microsoft-Windows-TPM-WMI,1282,None,The TBS device identifier has been generated.
Information,6/26/2020 7:01:47,Microsoft-Windows-TPM-WMI,1027,None,The Ownership of the Trusted Platform Module (TPM) hardware on this computer was successfully taken (TPM TakeOwnership command) by the system.
Information,6/26/2020 7:01:47,Microsoft-Windows-TPM-WMI,519,None,The TPM has been cleared. Reason: SRK has changed or is not present..
Information,6/26/2020 7:01:46,TPM,18,None,This event triggers the Trusted Platform Module (TPM) provisioning/status check to run.
Warning,6/26/2020 7:01:46,Netwtw08,6062,None,6062 - Lso was triggered
Information,6/26/2020 7:01:42,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/26/2020 7:01:41,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.
Information,6/26/2020 7:01:39,Service Control Manager,7026,None,"The following boot-start or system-start driver(s) did not load: 
dam"
Warning,6/26/2020 7:01:39,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{6B3B8D23-FA8D-40B9-8DBD-B950333E2C52}
 and APPID 
{4839DDB7-58C2-48F5-8283-E1D1807D0D7D}
 to the user NT AUTHORITY\LOCAL SERVICE SID (S-1-5-19) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Warning,6/26/2020 7:01:39,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{6B3B8D23-FA8D-40B9-8DBD-B950333E2C52}
 and APPID 
{4839DDB7-58C2-48F5-8283-E1D1807D0D7D}
 to the user NT AUTHORITY\LOCAL SERVICE SID (S-1-5-19) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Information,6/26/2020 7:01:39,Microsoft-Windows-WLAN-AutoConfig,10001,None,"WLAN Extensibility Module has successfully started.

Module Path: C:\Windows\system32\IntelWifiIhv08.dll
"
Information,6/26/2020 7:01:39,Microsoft-Windows-WLAN-AutoConfig,4000,None,"WLAN AutoConfig service has successfully started.
"
Information,6/26/2020 7:01:38,Microsoft-Windows-Winlogon,7001,(1101),User Logon Notification for Customer Experience Improvement Program
Information,6/26/2020 7:01:38,Win32k,267,None,Touch/Touchpad Hardware Quality Assurance verification succeeded.
Information,6/26/2020 7:01:38,Microsoft-Windows-DHCPv6-Client,51046,Service State Event,DHCPv6 client service is started
Information,6/26/2020 7:01:38,Microsoft-Windows-Dhcp-Client,50103,Service State Event,DHCPv4 client registered for shutdown notification
Information,6/26/2020 7:01:38,Microsoft-Windows-Dhcp-Client,50036,Service State Event,DHCPv4 client service is started
Information,6/26/2020 7:01:38,Microsoft-Windows-FilterManager,6,None,"File System Filter 'storqosflt' (10.0, ‎2084‎-‎07‎-‎24T07:29:44.000000000Z) has successfully loaded and registered with Filter Manager."
Information,6/26/2020 7:01:38,Microsoft-Windows-FilterManager,6,None,"File System Filter 'CldFlt' (10.0, ‎2077‎-‎06‎-‎12T17:13:28.000000000Z) has successfully loaded and registered with Filter Manager."
Information,6/26/2020 7:01:38,Microsoft-Windows-FilterManager,1,None,"File System Filter 'CldFlt' (Version 10.0, ‎2077‎-‎06‎-‎12T17:13:28.000000000Z) unloaded successfully."
Information,6/26/2020 7:01:38,Microsoft-Windows-FilterManager,6,None,"File System Filter 'CldFlt' (10.0, ‎2077‎-‎06‎-‎12T17:13:28.000000000Z) has successfully loaded and registered with Filter Manager."
Information,6/26/2020 7:01:38,Microsoft-Windows-FilterManager,6,None,"File System Filter 'luafv' (10.0, ‎1974‎-‎08‎-‎09T15:33:30.000000000Z) has successfully loaded and registered with Filter Manager."
Information,6/26/2020 7:01:38,Microsoft-Windows-FilterManager,6,None,"File System Filter 'wcifs' (10.0, ‎2011‎-‎08‎-‎26T00:27:29.000000000Z) has successfully loaded and registered with Filter Manager."
Information,6/26/2020 7:01:38,Microsoft-Windows-Directory-Services-SAM,16962,None,"Remote calls to the SAM database are being restricted using the default security descriptor: O:SYG:SYD:(A;;RC;;;BA).
For more information please see http://go.microsoft.com/fwlink/?LinkId=787651."
Information,6/26/2020 7:01:38,Win32k,267,None,Touch/Touchpad Hardware Quality Assurance verification succeeded.
Information,6/26/2020 7:01:38,Microsoft-Windows-Wininit,14,None,"Credential Guard configuration: 0x0, 0"
Information,6/26/2020 7:01:36,BTHUSB,18,None,Windows cannot store Bluetooth authentication codes (link keys) on the local adapter. Bluetooth keyboards might not work in the system BIOS during startup.
Information,6/26/2020 7:01:33,MEIx64,2,None,Intel(R) Management Engine Interface driver has started successfully.
Information,6/26/2020 7:01:33,Microsoft-Windows-Kernel-Power,521,(220),Active battery count change.
Information,6/26/2020 7:01:33,Microsoft-Windows-Kernel-Power,521,(220),Active battery count change.
Information,6/26/2020 7:01:31,Netwtw08,7017,None,7017 - secure boot (SB) configuration
Information,6/26/2020 7:01:31,Microsoft-Windows-Kernel-Processor-Power,55,(47),"Processor 11 in group 0 exposes the following power management capabilities:

Idle state type: ACPI Idle (C) States (3 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 2592
Maximum performance percentage: 173
Minimum performance percentage: 34
Minimum throttle percentage: 3"
Information,6/26/2020 7:01:31,Netwtw08,7010,None,7010 - driver enabled (miniport init)
Information,6/26/2020 7:01:31,Microsoft-Windows-Kernel-Processor-Power,55,(47),"Processor 9 in group 0 exposes the following power management capabilities:

Idle state type: ACPI Idle (C) States (3 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 2592
Maximum performance percentage: 173
Minimum performance percentage: 34
Minimum throttle percentage: 3"
Information,6/26/2020 7:01:31,Microsoft-Windows-Kernel-Processor-Power,55,(47),"Processor 7 in group 0 exposes the following power management capabilities:

Idle state type: ACPI Idle (C) States (3 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 2592
Maximum performance percentage: 173
Minimum performance percentage: 38
Minimum throttle percentage: 3"
Information,6/26/2020 7:01:31,Microsoft-Windows-Kernel-Processor-Power,55,(47),"Processor 5 in group 0 exposes the following power management capabilities:

Idle state type: ACPI Idle (C) States (3 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 2592
Maximum performance percentage: 173
Minimum performance percentage: 38
Minimum throttle percentage: 3"
Information,6/26/2020 7:01:31,Microsoft-Windows-Kernel-Processor-Power,55,(47),"Processor 3 in group 0 exposes the following power management capabilities:

Idle state type: ACPI Idle (C) States (3 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 2592
Maximum performance percentage: 173
Minimum performance percentage: 38
Minimum throttle percentage: 3"
Information,6/26/2020 7:01:31,Microsoft-Windows-Kernel-Processor-Power,55,(47),"Processor 1 in group 0 exposes the following power management capabilities:

Idle state type: ACPI Idle (C) States (3 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 2592
Maximum performance percentage: 173
Minimum performance percentage: 38
Minimum throttle percentage: 3"
Information,6/26/2020 7:01:31,Microsoft-Windows-Kernel-Processor-Power,55,(47),"Processor 10 in group 0 exposes the following power management capabilities:

Idle state type: ACPI Idle (C) States (3 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 2592
Maximum performance percentage: 173
Minimum performance percentage: 38
Minimum throttle percentage: 3"
Information,6/26/2020 7:01:31,Microsoft-Windows-Kernel-Processor-Power,55,(47),"Processor 8 in group 0 exposes the following power management capabilities:

Idle state type: ACPI Idle (C) States (3 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 2592
Maximum performance percentage: 173
Minimum performance percentage: 38
Minimum throttle percentage: 3"
Information,6/26/2020 7:01:31,Microsoft-Windows-Kernel-Processor-Power,55,(47),"Processor 6 in group 0 exposes the following power management capabilities:

Idle state type: ACPI Idle (C) States (3 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 2592
Maximum performance percentage: 173
Minimum performance percentage: 38
Minimum throttle percentage: 3"
Information,6/26/2020 7:01:31,Microsoft-Windows-Kernel-Processor-Power,55,(47),"Processor 4 in group 0 exposes the following power management capabilities:

Idle state type: ACPI Idle (C) States (3 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 2592
Maximum performance percentage: 173
Minimum performance percentage: 34
Minimum throttle percentage: 3"
Information,6/26/2020 7:01:31,Microsoft-Windows-Kernel-Processor-Power,55,(47),"Processor 2 in group 0 exposes the following power management capabilities:

Idle state type: ACPI Idle (C) States (3 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 2592
Maximum performance percentage: 173
Minimum performance percentage: 34
Minimum throttle percentage: 3"
Information,6/26/2020 7:01:31,Microsoft-Windows-Kernel-Processor-Power,55,(47),"Processor 0 in group 0 exposes the following power management capabilities:

Idle state type: ACPI Idle (C) States (3 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 2592
Maximum performance percentage: 173
Minimum performance percentage: 30
Minimum throttle percentage: 3"
Information,6/26/2020 7:01:31,Netwtw08,7025,None,7025 - Dump after return from D3 before cmd 
Information,6/26/2020 7:01:31,Netwtw08,7002,None,7002 - CTDP power limit value (SPLC)
Information,6/26/2020 7:01:31,Netwtw08,7005,None,7005 - SAR value max TX power (WRDS)
Information,6/26/2020 7:01:31,Netwtw08,7036,None,The \Device\NDMP1 service entered the Intel(R) Wireless-AC 9560 160MHz state.
Warning,6/26/2020 7:01:29,Microsoft-Windows-Kernel-PnP,219,(212),The driver \Driver\WudfRd failed to load for the device ROOT\SYSTEM\0001.
Information,6/26/2020 7:01:29,Microsoft-Windows-DriverFrameworks-UserMode,10118,Startup of the UMDF reflector,"UMDF reflector is unable to connect to service control manager (SCM). This is expected during boot, when SCM has not started yet. Will retry when it starts."
Warning,6/26/2020 7:01:29,Microsoft-Windows-Kernel-PnP,219,(212),The driver \Driver\WudfRd failed to load for the device PCI\VEN_8086&DEV_1903&SUBSYS_382F17AA&REV_0D\3&11583659&1&20.
Information,6/26/2020 7:01:29,Microsoft-Windows-DriverFrameworks-UserMode,10118,Startup of the UMDF reflector,"UMDF reflector is unable to connect to service control manager (SCM). This is expected during boot, when SCM has not started yet. Will retry when it starts."
Information,6/26/2020 7:01:28,Microsoft-Windows-Ntfs,98,None,Volume \\?\Volume{c961867b-6bd2-4314-8045-eeee51119548} (\Device\HarddiskVolume4) is healthy.  No action is needed.
Information,6/26/2020 7:01:28,Microsoft-Windows-Kernel-Power,172,(203),"Connectivity state in standby: Disconnected, Reason: NIC compliance"
Critical,6/26/2020 7:01:28,Microsoft-Windows-Kernel-Power,41,(63),"The system has rebooted without cleanly shutting down first. This error could be caused if the system stopped responding, crashed, or lost power unexpectedly."
Information,6/26/2020 7:01:28,Microsoft-Windows-FilterManager,6,None,"File System Filter 'npsvctrig' (10.0, ‎1977‎-‎09‎-‎12T17:19:34.000000000Z) has successfully loaded and registered with Filter Manager."
Information,6/26/2020 7:01:28,Microsoft-Windows-FilterManager,6,None,"File System Filter 'FileCrypt' (10.0, ‎2011‎-‎10‎-‎30T17:56:49.000000000Z) has successfully loaded and registered with Filter Manager."
Information,6/26/2020 7:01:28,Microsoft-Windows-Ntfs,98,None,Volume C: (\Device\HarddiskVolume3) is healthy.  No action is needed.
Information,6/26/2020 7:01:27,Microsoft-Windows-FilterManager,6,None,"File System Filter 'WdFilter' (10.0, ‎2064‎-‎07‎-‎14T08:04:53.000000000Z) has successfully loaded and registered with Filter Manager."
Information,6/26/2020 7:01:27,Microsoft-Windows-FilterManager,6,None,"File System Filter 'Wof' (10.0, ‎2096‎-‎10‎-‎27T15:24:16.000000000Z) has successfully loaded and registered with Filter Manager."
Information,6/26/2020 7:01:27,Microsoft-Windows-FilterManager,6,None,"File System Filter 'FileInfo' (10.0, ‎1989‎-‎07‎-‎13T03:15:12.000000000Z) has successfully loaded and registered with Filter Manager."
Information,6/26/2020 7:01:38,EventLog,6013,None,The system uptime is 14 seconds.
Information,6/26/2020 7:01:38,EventLog,6005,None,The Event log service was started.
Information,6/26/2020 7:01:38,EventLog,6009,None,Microsoft (R) Windows (R) 10.00. 18362  Multiprocessor Free.
Error,6/26/2020 7:01:38,EventLog,6008,None,The previous system shutdown at 23:00:44 on ‎25/‎06/‎2020 was unexpected.
Information,6/26/2020 7:01:24,Microsoft-Windows-Kernel-General,20,(6),"The leap second configuration has been updated.
Reason: Leap second data initialized from registry during boot
Leap seconds enabled: true
New leap second count: 0
Old leap second count: 0"
Information,6/26/2020 7:01:24,Microsoft-Windows-Kernel-Boot,30,(21),The firmware reported boot metrics.
Information,6/26/2020 7:01:24,Microsoft-Windows-Kernel-Boot,27,(33),The boot type was 0x0.
Information,6/26/2020 7:01:24,Microsoft-Windows-Kernel-Boot,25,(32),The boot menu policy was 0x1.
Information,6/26/2020 7:01:24,Microsoft-Windows-Kernel-Boot,20,(31),The last shutdown's success status was true. The last boot's success status was true.
Information,6/26/2020 7:01:24,Microsoft-Windows-Kernel-Boot,32,(58),The bootmgr spent 0 ms waiting for user input.
Information,6/26/2020 7:01:24,Microsoft-Windows-Kernel-Boot,18,(57),There are 0x1 boot options on this system.
Information,6/26/2020 7:01:24,Microsoft-Windows-Kernel-Boot,32,(58),The bootmgr spent 0 ms waiting for user input.
Information,6/26/2020 7:01:24,Microsoft-Windows-Kernel-Boot,18,(57),There are 0x1 boot options on this system.
Error,6/26/2020 7:01:24,Microsoft-Windows-Kernel-Boot,29,None,Windows failed fast startup with error status 0xC00000D4.
Information,6/26/2020 7:01:24,Microsoft-Windows-Kernel-Boot,153,(62),Virtualization-based security (policies: 0) is disabled.
Information,6/26/2020 7:01:24,Microsoft-Windows-Kernel-General,12,(1),The operating system started at system time ‎2020‎-‎06‎-‎26T05:01:24.500000000Z.
Warning,6/25/2020 22:51:28,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}
 and APPID 
{15C20B67-12E7-4BB6-92BB-7AFF07997402}
 to the user LAPTOP-PR1MKK5U\Renars SID (S-1-5-21-850498477-2290094382-3762704528-1001) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Warning,6/25/2020 22:50:35,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}
 and APPID 
{15C20B67-12E7-4BB6-92BB-7AFF07997402}
 to the user LAPTOP-PR1MKK5U\Renars SID (S-1-5-21-850498477-2290094382-3762704528-1001) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Warning,6/25/2020 22:50:35,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}
 and APPID 
{15C20B67-12E7-4BB6-92BB-7AFF07997402}
 to the user LAPTOP-PR1MKK5U\Renars SID (S-1-5-21-850498477-2290094382-3762704528-1001) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Information,6/25/2020 22:45:16,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.
Information,6/25/2020 22:41:56,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.
Warning,6/25/2020 22:40:56,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}
 and APPID 
{15C20B67-12E7-4BB6-92BB-7AFF07997402}
 to the user LAPTOP-PR1MKK5U\Renars SID (S-1-5-21-850498477-2290094382-3762704528-1001) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Warning,6/25/2020 22:40:47,Netwtw08,6062,None,6062 - Lso was triggered
Information,6/25/2020 22:33:30,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 22:33:29,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Warning,6/25/2020 22:32:11,Netwtw08,6062,None,6062 - Lso was triggered
Information,6/25/2020 22:28:15,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 22:28:14,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Warning,6/25/2020 21:43:06,Netwtw08,6062,None,6062 - Lso was triggered
Information,6/25/2020 21:43:06,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 21:43:05,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 21:39:58,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.
Information,6/25/2020 21:37:53,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.
Warning,6/25/2020 18:47:29,Netwtw08,6062,None,6062 - Lso was triggered
Information,6/25/2020 18:47:11,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 18:47:11,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 18:47:07,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 18:47:06,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 18:47:04,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 18:45:24,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.
Information,6/25/2020 18:43:28,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 18:43:26,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 18:42:00,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.
Warning,6/25/2020 17:35:37,Netwtw08,6062,None,6062 - Lso was triggered
Information,6/25/2020 17:33:30,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 17:33:30,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 14:37:15,Microsoft-Windows-Kernel-General,15,None,Hive \??\Volume{3de62f61-a307-4673-9ab4-02ad9995c124}\System Volume Information\SPP\SppCbsHiveStore\{cd42efe1-f6f1-427c-b004-033192c625a4}{B0C764D5-A302-498C-B283-A4B2113D97D8} was reorganized with a starting size of 95834112 bytes and an ending size of 88600576 bytes.
Information,6/25/2020 14:37:13,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\Volume{3de62f61-a307-4673-9ab4-02ad9995c124}\System Volume Information\SPP\SppCbsHiveStore\{cd42efe1-f6f1-427c-b004-033192c625a4}{6D9D16C5-EF5A-48B8-BA7F-5FE581618460} was cleared updating 632 keys and creating 99 modified pages.
Information,6/25/2020 14:37:13,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\Volume{3de62f61-a307-4673-9ab4-02ad9995c124}\System Volume Information\SPP\SppCbsHiveStore\{cd42efe1-f6f1-427c-b004-033192c625a4}{F9E401BA-9E61-4BD0-9B46-0E001A7988CA} was cleared updating 15745 keys and creating 2687 modified pages.
Information,6/25/2020 14:37:13,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\Volume{3de62f61-a307-4673-9ab4-02ad9995c124}\System Volume Information\SPP\SppCbsHiveStore\{cd42efe1-f6f1-427c-b004-033192c625a4}{B52CC16D-8D17-4A0D-8E40-AF74EF98ED20} was cleared updating 64015 keys and creating 8114 modified pages.
Information,6/25/2020 14:37:13,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\Volume{3de62f61-a307-4673-9ab4-02ad9995c124}\System Volume Information\SPP\SppCbsHiveStore\{cd42efe1-f6f1-427c-b004-033192c625a4}{7FF7A8BA-0E1E-4797-A487-457327BB9A81} was cleared updating 75 keys and creating 4 modified pages.
Information,6/25/2020 14:37:13,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\Volume{3de62f61-a307-4673-9ab4-02ad9995c124}\System Volume Information\SPP\SppCbsHiveStore\{cd42efe1-f6f1-427c-b004-033192c625a4}{FA4EC996-8271-40D8-834E-691BFC20D2BA} was cleared updating 58 keys and creating 6 modified pages.
